T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
418,Lao People's Dem. Rep.,2010,Tourist/visitor arrivals (thousands),TF,,1670,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2016,Tourist/visitor arrivals (thousands),TF,,3315,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2017,Tourist/visitor arrivals (thousands),TF,,3257,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2018,Tourist/visitor arrivals (thousands),TF,,3770,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,1995,Tourism expenditure (millions of US dollars),,,52,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Tourism expenditure (millions of US dollars),,,143,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2010,Tourism expenditure (millions of US dollars),,,385,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2016,Tourism expenditure (millions of US dollars),,,717,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2017,Tourism expenditure (millions of US dollars),,,655,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2018,Tourism expenditure (millions of US dollars),,,757,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,1995,Tourist/visitor arrivals (thousands),TF,,539,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,2005,Tourist/visitor arrivals (thousands),TF,,1116,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,2010,Tourist/visitor arrivals (thousands),TF,,1373,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,2016,Tourist/visitor arrivals (thousands),TF,,1793,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,2017,Tourist/visitor arrivals (thousands),TF,,1949,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,2018,Tourist/visitor arrivals (thousands),TF,,1946,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,1995,Tourism expenditure (millions of US dollars),,,37,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
428,Latvia,2005,Tourism expenditure (millions of US dollars),,,446,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,1995,Tourist/visitor arrivals (thousands),TF,,450,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2005,Tourist/visitor arrivals (thousands),TF,,1140,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2010,Tourist/visitor arrivals (thousands),TF,,2168,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2016,Tourist/visitor arrivals (thousands),TF,,1688,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2017,Tourist/visitor arrivals (thousands),TF,,1857,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2018,Tourist/visitor arrivals (thousands),TF,,1964,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,1995,Tourism expenditure (millions of US dollars),,,710,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2005,Tourism expenditure (millions of US dollars),,,5969,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2010,Tourism expenditure (millions of US dollars),,,8026,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2016,Tourism expenditure (millions of US dollars),,,7373,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2017,Tourism expenditure (millions of US dollars),,,8086,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
422,Lebanon,2018,Tourism expenditure (millions of US dollars),,,8694,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,1995,Tourist/visitor arrivals (thousands),VF,,209,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2005,Tourist/visitor arrivals (thousands),VF,,304,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2010,Tourist/visitor arrivals (thousands),VF,,426,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2016,Tourist/visitor arrivals (thousands),VF,,1196,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2017,Tourist/visitor arrivals (thousands),VF,,1137,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2018,Tourist/visitor arrivals (thousands),VF,,1173,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,1995,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2005,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2010,Tourism expenditure (millions of US dollars),,,23,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2016,Tourism expenditure (millions of US dollars),,,48,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2017,Tourism expenditure (millions of US dollars),,,23,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
426,Lesotho,2018,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
430,Liberia,2005,Tourism expenditure (millions of US dollars),,,67,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
434,Libya,2005,Tourist/visitor arrivals (thousands),THS,,81,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
434,Libya,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
434,Libya,2005,Tourism expenditure (millions of US dollars),,,301,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
434,Libya,2010,Tourism expenditure (millions of US dollars),,,170,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
438,Liechtenstein,2010,Tourist/visitor arrivals (thousands),TCE,,64.3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
438,Liechtenstein,2016,Tourist/visitor arrivals (thousands),TCE,,69.1,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
438,Liechtenstein,2017,Tourist/visitor arrivals (thousands),TCE,,79.3,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
438,Liechtenstein,2018,Tourist/visitor arrivals (thousands),TCE,,85.3,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,1995,Tourist/visitor arrivals (thousands),TF,,650,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2005,Tourist/visitor arrivals (thousands),TF,,2000,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2010,Tourist/visitor arrivals (thousands),TF,,1507,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2016,Tourist/visitor arrivals (thousands),TF,,2296,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2017,Tourist/visitor arrivals (thousands),TF,,2523,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2018,Tourist/visitor arrivals (thousands),TF,,2825,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,1995,Tourism expenditure (millions of US dollars),,,77,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2005,Tourism expenditure (millions of US dollars),,,920,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2010,Tourism expenditure (millions of US dollars),,,958,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2016,Tourism expenditure (millions of US dollars),,,1210,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2017,Tourism expenditure (millions of US dollars),,,1325,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
440,Lithuania,2018,Tourism expenditure (millions of US dollars),,,1419,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,1995,Tourist/visitor arrivals (thousands),TCE,,768,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2005,Tourist/visitor arrivals (thousands),TCE,,913,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2010,Tourist/visitor arrivals (thousands),TCE,,805,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2016,Tourist/visitor arrivals (thousands),TCE,,1054,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2017,Tourist/visitor arrivals (thousands),TCE,,1046,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2018,Tourist/visitor arrivals (thousands),TCE,,1018,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2005,Tourism expenditure (millions of US dollars),,,3770,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
442,Luxembourg,2010,Tourism expenditure (millions of US dollars),,,4519,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
